player,player_id,position,team_name,player_game_count,accuracy_percent,aimed_passes,attempts,avg_depth_of_target,avg_time_to_throw,bats,big_time_throws,btt_rate,completion_percent,completions,declined_penalties,def_gen_pressures,drop_rate,dropbacks,drops,first_downs,franchise_id,grades_hands_fumble,grades_offense,grades_pass,grades_run,hit_as_threw,interceptions,passing_snaps,penalties,pressure_to_sack_rate,qb_rating,sack_percent,sacks,scrambles,spikes,thrown_aways,touchdowns,turnover_worthy_plays,twp_rate,yards,ypa
James Graham,77621,QB,GA TECH,11,53.8,173,193,12.7,2.84,1,14,7,45.1,87,0,119,6.5,241,6,54,176,31,51.5,49,58.6,5,7,251,1,16,70.4,7.9,19,28,1,13,12,14,5.6,1164,6
Fred Payton,82102,QB,COAST CAR,10,69.6,181,189,10,2.57,1,8,4.2,63.5,120,0,49,4.8,217,6,73,141,24.1,57.2,60.9,49.9,3,7,224,3,20.4,92.3,4.6,10,17,0,4,12,14,6.3,1431,7.6
Stone Smartt,60492,QB,DOMINION,9,66.7,162,181,7.2,3.26,3,4,2.1,57.5,104,0,127,3.7,246,4,63,263,45.7,54.8,49.8,63.1,0,6,257,1,22.8,61.3,11.8,29,35,1,15,1,8,3.1,1012,5.6
Kai Locksley,34333,QB,UTEP,11,67.1,173,181,12.1,2.94,0,11,5.7,56.9,103,0,85,11.2,216,13,67,330,45.3,70.5,56.4,81.5,0,5,232,3,28.2,79.6,11.1,24,11,0,8,6,16,6.9,1329,7.3
Clayton Tune,77652,QB,HOUSTON,7,68.3,164,181,10.1,2.77,5,13,6.5,58.6,106,0,80,5.4,218,6,66,182,50.6,66.9,63.3,66.5,1,9,239,2,25,85.7,9.2,20,17,2,9,11,13,5.4,1531,8.5
Nick Starkel,40326,QB,ARKANSAS,8,64.1,170,180,10.2,2.29,6,7,3.7,53.3,96,0,59,11.9,184,13,57,111,75,56.5,57.6,42.3,1,10,194,0,5.1,63,1.6,3,1,1,2,7,11,5.7,1152,6.4
Malik Cunningham,60436,QB,LOUISVILLE,12,72,168,180,12,2.84,3,10,5.2,62.2,112,0,92,7.4,241,9,85,210,49.5,74,76.6,61.1,2,5,254,2,29.3,129.4,11.2,27,32,1,6,22,11,4.3,2052,11.4
Matt Corral,83517,QB,OLE MISS,10,68,169,180,10.2,2.46,4,8,4.1,58.3,105,0,71,8.7,216,10,72,226,37.9,70,70.4,60.7,1,3,229,3,19.7,86.4,6.5,14,19,1,5,6,10,4.4,1362,7.6
Kyle Vantrease,55029,QB,BUFFALO,10,70,160,171,11.1,2.32,2,13,7.4,57.9,99,0,34,11.6,174,13,60,126,67.2,83.1,81.4,65.5,0,2,178,0,5.9,90.1,1.1,2,1,0,9,8,6,3.4,1193,7
Andrew Brito,98674,QB,UMASS,9,64.8,159,170,8.6,2.59,3,6,3.4,54.7,93,0,79,9.7,197,10,37,216,53.1,47.4,50.6,38.4,1,6,204,0,22.8,67,9.1,18,7,0,7,7,9,4.4,830,4.9
Aidan Smith,40310,QB,NWESTERN,8,61,159,169,7.8,2.59,8,4,2.2,49.7,84,0,53,13.4,198,13,47,256,39.9,50.6,49.1,56.6,2,9,211,2,22.6,45.6,6.1,12,16,0,0,3,10,4.7,747,4.4
Aidan O'Connell,60516,QB,PURDUE,6,75,156,168,8.9,2.44,3,11,6.1,61.3,103,0,45,12,175,14,57,273,63,77.3,77.3,60.3,0,4,188,2,6.7,86.4,1.7,3,4,2,7,8,6,3.2,1101,6.6
K.J. Costello,40268,QB,STANFORD,5,65.4,162,167,9.1,2.53,1,6,3.5,61.1,102,0,51,3.8,189,4,55,300,62.1,63.7,64.9,54.8,2,3,194,3,17.6,83.4,4.8,9,9,0,2,6,6,3.1,1038,6.2
David Moore,40713,QB,C MICHIGAN,5,67.3,156,165,8.4,2.63,1,7,3.9,57,94,0,68,10.5,179,11,55,134,55.2,60,57.4,65.7,3,4,193,1,8.8,78.4,3.4,6,8,0,5,5,9,4.7,1143,6.9
Hendon Hooker,60593,QB,VA TECH,10,73.7,152,163,10,2.64,4,10,5.8,60.7,99,0,71,11.6,199,13,69,337,42.9,74.6,76,63.6,2,2,208,1,23.9,113.9,8.5,17,18,1,4,13,8,3.8,1556,9.5
Tommy Stevens,28301,QB,MISS STATE,9,72,157,161,10.6,2.88,1,8,4.8,60.2,97,0,73,14.2,198,16,66,227,58.5,69.2,67.9,64.4,2,5,204,3,21.9,92,8.1,16,21,0,1,11,11,5.4,1155,7.2
Cephus Johnson III,60530,QB,S ALABAMA,8,63.1,149,161,9.3,2.41,2,7,4,50.9,82,0,70,12.8,186,12,40,288,42.5,46.4,40.3,63.3,1,7,202,1,21.4,60,8.1,15,8,0,9,5,14,6.9,897,5.6
N'Kosi Perry,60446,QB,MIAMI FL,8,63.7,146,160,11,2.88,2,8,4.8,53.1,85,0,65,8.6,191,8,57,220,40.7,60.8,55.2,73.7,0,3,200,0,23.1,82.4,7.9,15,15,1,11,8,15,7.5,1045,6.5
Michael Penix Jr.,82134,QB,INDIANA,6,79.5,151,160,10.2,2.38,2,10,5.6,68.1,109,0,38,9.2,165,11,63,190,65.7,84,83.5,64,0,4,183,0,2.6,105.1,0.6,1,3,1,6,10,3,1.6,1377,8.6
Johnny Langan,77617,QB,RUTGERS,9,58.3,151,159,8.9,2.8,2,2,1.2,50.3,80,0,100,9.1,208,8,42,278,43.5,38.4,28.8,62.1,4,9,217,2,23,50.7,11.1,23,26,0,2,4,18,8.3,834,5.2
Randall West,35805,QB,UMASS,8,71.9,146,156,7.9,2.63,3,5,3.1,60.3,94,0,56,10.5,170,11,49,216,75.4,64.7,61,72.8,1,6,176,1,14.3,72.5,4.7,8,4,0,6,6,8,4.5,876,5.6
Dennis Grosel,60351,QB,BOSTON COL,12,62,137,156,10.7,3.02,2,6,3.6,48.1,75,0,72,11.8,188,10,53,121,22.1,58.6,58.1,55.5,6,3,199,2,15.3,79.6,5.9,11,21,1,10,9,12,6,981,6.3
Tom Stewart,98677,QB,RICE,10,70.6,143,155,9.8,2.76,3,4,2.5,59.4,92,0,61,8.9,189,9,59,275,42.8,53.6,57.9,43.6,3,2,193,1,31.1,91.7,10.1,19,15,1,5,8,9,4.7,1054,6.8
Grant Gunnell,98367,QB,ARIZONA,8,75.3,146,155,6,2.74,3,5,3,65.2,101,0,67,8.2,185,9,54,109,51.3,81.5,85.4,49.7,0,1,196,1,20.9,106.4,7.6,14,15,0,6,9,2,1,1239,8
Garrett Shrader,98212,QB,MISS STATE,9,67.6,142,154,11.6,3.04,4,8,4.9,57.1,88,0,75,8.3,202,8,69,227,38.2,69.5,64.5,68.7,5,5,211,2,18.7,85.1,6.9,14,33,0,3,8,9,4.3,1168,7.6
Logan Bonner,39990,QB,ARK STATE,4,68.5,146,154,12,2.48,2,6,3.7,59.1,91,0,55,9,170,9,53,113,49,78.1,75.8,62.6,1,1,179,0,20,98.8,6.5,11,5,0,5,10,6,3.4,1054,6.8
Alan Bowman,77679,QB,TEXAS TECH,3,73.4,143,153,7.3,2.25,0,4,2.5,65.4,100,0,24,4.8,158,5,56,315,46.3,69.2,68.4,58.3,1,3,162,0,8.3,89,1.3,2,2,0,9,6,6,3.7,1010,6.6
John Rhys Plumlee,97602,QB,OLE MISS,9,65.2,141,152,10.1,2.85,5,6,3.8,52.6,80,0,56,13,178,12,52,226,49.3,76,60.1,78.6,0,3,187,0,16.1,71.4,5.1,9,17,1,5,4,8,4.3,910,6
Matthew McKay,60485,QB,NC STATE,5,67.4,141,150,7.9,2.26,3,3,1.9,57.3,86,0,28,9.5,158,9,43,248,38.4,57.1,58.7,53.6,0,1,165,1,10.7,78.9,1.9,3,5,0,6,3,4,2.4,906,6
Jaylon Henderson,39535,QB,BOISE ST,8,71.7,138,144,9.5,2.86,2,5,3.4,61.8,89,0,53,10.1,160,10,55,120,67.5,69.2,63.2,71.9,1,2,164,1,11.3,106.8,3.8,6,9,0,3,12,6,3.7,1080,7.5
Wiley Green,75891,QB,RICE,7,62.4,133,141,10,2.69,2,5,3.1,53.2,75,0,51,9.6,161,8,41,275,27.7,48.3,49.7,49.8,0,2,179,1,21.6,73.2,6.8,11,9,1,5,4,10,5.6,787,5.6
Mac Jones,60323,QB,ALABAMA,11,77.6,134,141,8.4,2.31,2,8,5.3,68.8,97,0,35,6.7,160,7,58,103,74.5,78.7,79.5,55.8,0,3,169,0,8.6,128.1,1.9,3,11,0,5,14,4,2.4,1503,10.7
Bryce Carpenter,82101,QB,COAST CAR,10,74.4,129,140,9.9,2.67,2,11,7.1,65.7,92,0,63,4.2,167,4,46,141,31.3,67.3,70.9,57.7,2,2,185,0,17.5,97.5,6.6,11,16,0,7,8,6,3.2,927,6.6
Anthony Brown,40316,QB,BOSTON COL,6,65.7,134,139,9.9,2.76,1,11,7.6,58.3,81,0,33,8,145,7,53,121,66.4,65.7,57.5,74.9,1,2,150,1,6.1,103.7,1.4,2,4,1,2,9,12,8,1250,9
Ben Hicks,46595,QB,ARKANSAS,7,65.8,117,137,8.7,2.76,8,3,2.1,47.4,65,0,57,15.6,153,12,38,111,61.4,55.3,56.2,51.8,3,2,162,0,17.5,62.8,6.5,10,5,0,9,2,8,4.9,738,5.4
Darius Wade,28055,QB,BOWL GREEN,7,65.6,125,130,6,3.03,0,2,1.5,56.9,74,0,63,9.8,149,8,41,122,34.8,56.9,54.5,62.1,1,3,153,1,9.5,71.7,4,6,12,0,4,3,7,4.6,751,5.8
Hayden Wolff,98362,QB,DOMINION,3,65.8,120,130,8.3,2.29,0,6,4.4,56.9,74,0,30,6.3,141,5,38,263,43.2,50.6,52.9,42.4,0,3,147,0,20,68.8,4.3,6,5,1,9,2,5,3.4,742,5.7
Shai Werts,40384,QB,GA SOUTHRN,11,65.8,114,128,12,3.26,1,4,2.8,52.3,67,0,74,10.7,176,8,48,174,56.4,56.5,50.8,62.1,3,1,190,5,36.5,91.9,15.3,27,21,0,10,9,9,4.7,799,6.2
Sawyer Smith,46505,QB,KENTUCKY,8,50.8,120,126,12.7,2.71,1,5,3.8,45.2,57,0,42,6.6,139,4,35,202,32.2,29.7,29.2,60.3,0,5,146,2,21.4,56.6,6.5,9,4,0,5,4,19,13,690,5.5
Alex Hornibrook,34842,QB,FLORIDA ST,5,79.8,114,122,6.1,2.69,0,3,2.3,68.9,84,0,65,7.7,150,7,43,167,46.5,62.9,64.4,51.9,1,2,160,0,30.8,105.3,13.3,20,8,0,7,7,6,3.8,982,8
Chevan Cordeiro,75886,QB,HAWAII,12,67,115,122,13.1,2.91,2,5,4,57.4,70,0,34,9.1,146,7,47,180,76.6,69.6,56,86.8,1,3,149,0,23.5,92.1,5.5,8,16,1,3,8,3,2,897,7.4
Devon Modster,40118,QB,CAL,6,64.9,114,122,10.2,2.7,5,9,6.9,50.8,62,0,60,16.2,165,12,32,130,28.4,59.4,60,55.9,1,5,174,0,28.3,64.9,10.3,17,25,0,2,5,3,1.7,699,5.7
Mitchell Guadagni,34779,QB,TOLEDO,6,72.3,119,121,11.1,2.81,0,11,8.6,64.5,78,0,52,9.3,158,8,62,316,42.5,75.4,73.1,67.3,1,2,166,1,23.1,108.8,7.6,12,24,0,1,8,3,1.8,1098,9.1
Sean Chambers,75888,QB,WYOMING,8,57.7,111,121,13.8,3.07,2,6,4.7,43,52,0,64,18.8,150,12,54,351,61.5,69,51.7,80.8,5,3,159,2,12.5,78.3,5.3,8,21,0,3,7,12,7.5,914,7.6
Jarret Doege,60353,QB,W VIRGINIA,4,71.6,116,120,8,2.71,0,5,3.9,65.8,79,0,39,4.8,128,4,36,343,58.7,81.7,81.6,55.2,2,3,135,0,17.9,94.4,5.5,7,1,0,2,7,3,2.2,818,6.8
Tyrrell Pigrome,46511,QB,MARYLAND,10,66.4,110,119,8.3,2.79,2,8,6.2,57.1,68,0,56,6.8,146,5,33,215,51.2,58.6,57.3,60.8,0,6,156,2,16.1,62.4,6.2,9,14,0,7,3,4,2.6,723,6.1
Steven Duncan,40211,QB,W KENTUCKY,3,70.5,105,119,7,2.48,4,1,0.8,58.8,70,0,29,5.4,125,4,36,346,41.8,59.6,63,47.8,4,4,129,1,10.3,78.8,2.4,3,3,0,6,5,8,6.2,790,6.6
Ryan Willis,60594,QB,VA TECH,5,73.8,107,118,9.1,2.53,2,7,5.7,61,72,0,51,8.9,141,7,47,337,49.5,61.4,58.7,64.5,2,5,146,1,23.5,92.6,8.5,12,11,1,6,9,7,4.8,904,7.7
Donald Hammond III,82065,QB,AIR FORCE,12,61,105,113,15.8,2.8,2,13,10.9,49.6,56,0,53,12.5,121,8,46,101,55.3,89.3,82.1,79.6,2,6,128,3,9.4,108.1,4.1,5,3,2,2,13,5,3.9,1316,11.6
Elijah Sindelar,46466,QB,PURDUE,3,78.6,103,112,9.4,2.38,4,4,3.4,64.3,72,0,26,11.1,116,9,41,273,58.6,66.2,67.6,56.1,0,3,122,2,7.7,107.8,1.7,2,2,0,5,9,8,6.6,982,8.8
Hunter Johnson,60362,QB,NWESTERN,6,62.2,98,110,7.1,2.67,3,3,2.5,45.5,50,0,49,18,131,11,27,256,29.1,49.2,44.6,64.8,0,4,141,3,20.4,44.2,7.6,10,10,1,8,1,9,6.4,432,3.9
D'Eriq King,26636,QB,HOUSTON,4,64.4,104,110,10.3,3.01,2,6,5.1,52.7,58,0,46,13.4,133,9,42,182,66.2,75.5,59.9,86.7,0,2,141,0,23.9,82,8.3,11,12,0,4,6,4,2.8,670,6.1
Dru Brown,38491,QB,OKLA STATE,6,73,100,107,7.1,2.63,1,4,3.5,67.3,72,0,21,1.4,117,1,34,262,76,68.5,66.1,64.7,1,1,125,0,38.1,107.6,6.8,8,2,0,5,7,4,3.2,810,7.6
Matt Myers,77698,QB,BUFFALO,5,56.7,104,105,13.2,2.52,0,6,5.3,46.7,49,1,47,16.9,118,10,32,126,62,56.6,51.6,68.1,0,4,126,2,14.9,68,5.9,7,6,0,1,6,7,5.6,602,5.7
Eli Peters,40041,QB,TOLEDO,5,69.8,96,104,11.6,2.44,2,6,5.4,58.7,61,0,33,9,118,6,40,316,15.7,54.9,55.2,49.5,4,3,126,0,24.2,91.1,6.8,8,6,0,2,6,11,8.7,821,7.9
Deuce Wallace,40169,QB,VANDERBILT,8,55.8,86,102,9.6,2.62,8,1,0.9,42.2,43,0,34,10.4,114,5,21,333,56.1,28.6,28.5,53.6,1,4,118,0,23.5,33.4,7,8,4,0,7,0,7,5.9,307,3
Collin Hill,40245,QB,COLO STATE,3,74,96,101,7.7,2.53,0,5,4.8,67.3,68,0,32,4.2,110,3,38,144,55.1,62.8,61.6,60.7,1,2,114,0,9.4,110.9,2.7,3,5,0,4,8,3,2.6,837,8.3
Carter Bradley,77685,QB,TOLEDO,6,54.8,93,100,11.6,2.85,2,3,2.9,46,46,0,50,9.8,124,5,31,316,56.6,45.7,44.2,58.1,1,2,127,0,26,56.3,10.5,13,11,0,4,1,5,3.9,502,5
Sam Hartman,77618,QB,WAKE,4,66,94,99,12.1,2.97,2,4,3.9,55.6,55,0,25,11.3,112,7,40,339,59.6,64.7,69.2,50.6,0,2,116,0,0,88.4,0,0,13,1,2,4,4,3.4,830,8.4
Desmond Trotter,83552,QB,S ALABAMA,6,68.2,88,97,12.3,3.07,1,7,6.7,57.7,56,0,57,6.7,140,4,47,288,28,63.7,61.1,62,2,2,148,0,19.3,104.3,7.9,11,29,0,6,8,6,4.1,820,8.5
Bailey Hockman,60383,QB,NC STATE,7,60.6,94,96,10.5,2.77,0,4,3.9,55.2,53,0,36,7,108,4,33,248,74.5,53.9,50.1,69.8,0,4,117,0,19.4,58.1,6.5,7,4,0,2,1,6,5.1,551,5.7
Chase Cord,60347,QB,BOISE ST,7,67,94,95,9,2.87,1,7,7.1,60,57,0,27,9.5,109,6,39,120,74.8,69.5,62.4,77.4,0,3,113,0,22.2,99.9,5.5,6,8,0,0,9,5,4.4,670,7.1
Tyler Vander Waal,60615,QB,WYOMING,6,64,89,95,10.9,3.32,1,4,4,51.6,49,0,52,14,114,8,31,351,55.5,55.4,47.1,77.2,3,4,119,1,23.1,53.5,10.5,12,7,0,2,1,6,5,512,5.4
Frank Harris,60586,QB,UTSA,3,86,86,91,5.7,3.03,0,3,3.3,72.5,66,0,45,10.8,115,8,27,331,25.5,68.3,68.8,61.6,0,2,116,1,24.4,86.6,9.6,11,12,0,5,3,5,4.3,486,5.3
Malcolm Perry,46513,HB,NAVY,13,66.7,81,89,16.8,3.51,4,9,9.6,53.9,48,0,80,11.1,149,6,56,237,56.8,89.4,64.6,86.7,0,3,156,1,20,109.9,10.7,16,44,3,1,7,8,5.1,1084,12.2
Matt Fink,40553,QB,USC,5,73.5,83,88,10,2.6,0,5,5.4,65.9,58,0,24,4.9,93,3,26,326,57.5,50.8,55.6,47.9,1,5,97,3,16.7,79.2,4.3,4,1,0,4,4,7,7.2,648,7.4
Brandon Jones,83583,QB,UTEP,6,70.1,77,88,9.8,2.97,3,3,3,53.4,47,0,43,13,102,7,28,330,77,57.6,58.1,55.8,0,3,114,0,23.3,69.7,9.8,10,4,1,7,2,5,4.4,628,7.1
Baylor Romney,82095,QB,BYU,4,67.9,81,85,10,2.51,2,5,5.4,63.5,54,0,23,1.8,96,1,38,128,58.9,74.9,71.9,65.1,0,2,103,0,17.4,109.3,4.2,4,7,0,2,7,4,3.9,747,8.8
Chase Brice,60363,QB,CLEMSON,11,71.8,78,85,11.2,2.4,2,7,7.6,58.8,50,0,15,10.7,90,6,32,140,74.1,80.9,78.3,68.8,0,1,97,0,6.7,90.4,1.1,1,4,0,5,4,2,2.1,581,6.8
Dylan Hopkins,83571,QB,UAB,8,62.5,80,84,13.6,2.9,0,5,5.6,51.2,43,0,29,14,104,7,24,321,68.3,57,52.1,62.4,0,5,109,1,44.8,60,12.5,13,6,0,4,3,7,6.4,567,6.8
Mike Beaudry,101052,QB,UCONN,4,73.1,78,84,8.2,2.69,1,1,1.1,63.1,53,0,39,7,100,4,23,146,55,50.7,50.1,53.4,2,2,104,3,23.1,73.7,9,9,7,0,3,1,5,4.8,503,6
Marcus Childers,40476,QB,N ILLINOIS,9,68.4,76,82,6.4,2.87,3,1,1.2,58.5,48,0,25,7.7,101,4,28,254,29.1,49.1,36.5,65.1,0,3,105,1,24,84.1,5.9,6,12,0,3,6,7,6.7,474,5.8
Zach Gibson,100201,QB,AKRON,4,54.7,75,81,8.3,2.63,1,2,2.4,50.6,41,0,40,0,94,0,18,102,18.1,41.8,46.4,39.6,1,3,100,3,30,54.8,12.8,12,1,0,4,1,7,7,425,5.2
Armani Rogers,40034,QB,UNLV,4,66.7,78,80,6.1,2.43,0,0,0,52.5,42,0,32,19.2,101,10,20,325,47.4,50.1,35.5,73.3,2,3,105,1,34.4,59.1,10.9,11,10,0,0,2,5,4.8,394,4.9
Matt Robinson,82130,QB,ILLINOIS,6,66.2,74,79,9.8,2.93,1,0,0,53.2,42,0,35,14.3,96,7,23,187,27.8,44.6,43,58.5,1,0,104,2,28.6,75.7,10.4,10,6,0,3,1,6,5.8,475,6
Kelvin Hopkins Jr.,41309,QB,ARMY,11,51.5,66,78,14.5,2.86,1,1,1.2,42.3,33,0,48,2.9,85,1,26,114,61,74.7,44.6,83.3,5,6,88,0,8.3,53.2,4.7,4,3,1,5,4,5,5.7,577,7.4
Malik Henry,41440,QB,NEVADA,3,63,73,78,10.6,2.66,2,9,10.6,53.8,42,0,32,8.7,89,4,25,239,25.1,61.4,64.8,50.9,0,4,96,2,15.6,61.5,5.6,5,5,0,3,1,8,8.3,593,7.6
Sheriron Jones,33910,QB,NEW MEXICO,5,51.4,72,78,12.9,2.47,1,2,2.2,44.9,35,0,23,5.4,89,2,26,241,27.2,48.1,43.6,59.1,1,7,103,0,17.4,37.9,4.5,4,6,1,3,2,8,7.8,511,6.6
Blake Barnett,46627,QB,USF,4,63,73,77,8.9,2.98,0,2,2.5,51.9,40,0,37,13,95,6,22,327,53.6,62.6,62,64.6,2,2,98,2,27,75.4,10.5,10,8,0,2,4,3,3.1,434,5.6
Aaron Allen,78494,QB,LA TECH,6,68.1,72,76,7.5,2.68,1,2,2.5,56.6,43,0,20,12.2,82,6,21,208,73.1,62,62.6,58,1,1,87,1,15,81.4,3.7,3,3,0,2,3,2,2.3,446,5.9
Brian Maurer,99123,QB,TENNESSEE,8,59.2,71,75,14.2,2.78,2,3,3.8,46.7,35,0,29,16.7,88,7,24,307,35.5,51,51,55,0,5,92,0,24.1,52.1,8,7,6,0,2,2,6,6.5,541,7.2
Lynn Bowden Jr.,61361,QB,KENTUCKY,11,53.6,69,74,14.8,3.51,1,2,2.4,47.3,35,0,25,5.4,97,2,25,202,41.2,73,30.6,87.2,0,3,108,0,32,60.8,8.2,8,14,0,4,3,7,6.5,403,5.4
Evan Conley,97783,QB,LOUISVILLE,7,68.8,64,71,12.8,2.97,1,10,13.5,56.3,40,0,42,9.1,91,4,30,210,22.9,63.9,71,45.8,1,3,94,0,23.8,86.2,11,10,10,0,5,4,6,6.4,613,8.6
Feleipe Franks,40217,QB,FLORIDA,3,83.6,67,71,6.9,3.03,0,2,2.6,76.1,54,0,29,3.6,81,2,30,163,55.8,61.8,66.4,50.7,0,3,88,0,10.3,112.3,3.7,3,7,0,4,5,2,2.3,698,9.8
Artur Sitkowski,83547,QB,RUTGERS,3,73.8,61,68,6.6,2.49,1,1,1.3,64.7,44,0,26,2.2,74,1,17,278,72,51.3,53.6,51,4,2,82,1,7.7,74.9,2.7,2,4,0,2,1,4,4.9,429,6.3
Clayton Welch,60546,QB,SYRACUSE,6,63.9,61,68,11,2.61,2,4,5.6,52.9,36,0,30,7.7,79,3,19,304,73.7,60.7,56.6,68.5,1,2,83,1,20,85.6,7.6,6,4,0,4,4,3,3.6,523,7.7
Messiah deWeaver,40096,QB,DOMINION,4,55,60,67,10.4,3.13,0,3,4.3,43.3,29,0,56,12.1,99,4,21,263,41.2,61.5,63.1,56.1,1,2,102,1,25,50.3,14.1,14,17,0,6,1,2,2,316,4.7
Jordan Weeks,83585,QB,UTSA,3,66.7,63,66,11.9,2.85,0,1,1.5,57.6,38,0,20,9.5,71,4,22,331,28.7,54.3,59.1,45.6,2,3,72,1,15,69.7,4.2,3,2,0,1,2,4,5.6,451,6.8
Austin Burton,60577,QB,UCLA,6,83,53,63,7.5,2.81,3,2,3.1,68.3,43,0,24,2.3,82,1,26,324,51.4,69.1,75.3,54.1,1,0,83,1,12.5,88.4,3.7,3,15,0,6,1,0,0,365,5.8
Michael Curtis,52108,QB,UMASS,3,66,53,63,9.3,2.59,1,5,7.4,46,29,0,28,17.1,70,6,13,216,54.8,63.2,61.5,61.8,1,4,75,1,10.7,43,4.3,3,4,0,8,2,3,4,279,4.4
Taylor Powell,60459,QB,MISSOURI,6,63.8,58,62,7.8,2.78,2,3,4.5,46.8,29,0,13,21.6,68,8,14,229,71.8,50.8,48.5,60,0,2,74,0,30.8,53,5.9,4,2,0,2,1,4,5.4,297,4.8
Gavin Hardison,100827,QB,UTEP,2,50,60,61,9.9,2.57,1,1,1.5,44.3,27,0,14,10,64,3,17,330,73.7,48.1,52.7,49.6,0,0,68,2,14.3,67.3,3.1,2,1,0,0,1,3,4.4,335,5.5
Tristan Gebbia,60475,QB,OREGON ST,4,74.1,54,61,7.5,2.78,4,0,0,62.3,38,0,16,5,71,2,20,265,47.4,57.9,56.5,59.7,1,1,74,0,6.3,81.7,1.4,1,9,1,1,2,4,5.4,345,5.7
Preston Hutchinson,60370,QB,E MICHIGAN,4,81,58,58,8,2.34,0,3,5,74.1,43,0,19,8.5,72,4,23,160,52.8,72.9,76,57.5,0,1,74,0,47.4,107.1,12.5,9,5,0,0,3,2,2.7,462,8
Terry Wilson,40709,QB,KENTUCKY,2,74,50,52,10.5,2.77,0,2,3.4,63.5,33,0,10,10.8,60,4,18,202,46.9,75.6,67,74.7,0,0,66,0,40,96.7,6.7,4,3,0,2,2,1,1.5,361,6.9
Noah Vedral,55406,QB,NEBRASKA,5,81.8,44,52,6.4,2.71,1,5,9.6,65.4,34,0,27,5.6,63,2,17,238,24.6,73.7,61.9,74.2,2,0,63,0,18.5,90.1,7.9,5,4,0,5,0,3,4.8,418,8
Ben Bryant,77655,QB,CINCINNATI,5,73.5,49,51,11.9,2.3,1,7,13.2,56.9,29,0,16,19.4,60,7,16,138,23.5,73.7,74.1,60.6,1,2,62,0,50,71.4,13.3,8,1,0,0,1,3,4.8,388,7.6
Todd Centeio,60552,QB,TEMPLE,10,79.6,49,51,6,2.31,0,0,0,66.7,34,0,22,12.8,64,5,20,306,61.4,62.2,66.6,59.6,0,1,68,0,22.7,118.4,7.8,5,6,0,2,5,1,1.5,444,8.7
Alex Delton,34840,QB,TCU,5,65.3,49,50,8.8,2.71,0,3,6,54,27,0,18,15.6,59,5,13,305,73.5,82.7,78.2,72.3,0,1,59,0,16.7,65.3,5.1,3,4,0,1,0,1,1.7,318,6.4
McLane Carter,37478,QB,RUTGERS,2,68.9,45,47,9.4,2.4,0,5,10.2,57.4,27,0,12,12.9,50,4,17,278,69.8,64.1,63,,0,4,52,0,16.7,61.3,4,2,0,0,2,2,3,5.8,368,7.8
Will Levis,83542,QB,PENN STATE,4,72.1,43,47,7.8,2.45,1,1,2.1,59.6,28,0,23,9.7,58,3,16,266,29.6,57.3,32.8,76,2,2,58,0,39.1,68,15.5,9,2,0,1,2,6,10.3,223,4.7
Jawon Pass,40916,QB,LOUISVILLE,2,65.9,44,47,7.7,2.45,0,2,4.1,51.1,24,0,22,17.2,57,5,21,210,23.5,60.6,63.6,56.5,0,1,59,1,18.2,93.4,7,4,6,0,3,4,1,1.7,330,7
Jaren Hall,82094,QB,BYU,4,72.7,44,46,11,3.05,0,3,6.4,67.4,31,0,15,3.1,55,1,20,128,53.4,77.3,73.5,71.8,1,0,56,1,26.7,103.5,7.3,4,5,0,1,1,1,1.8,420,9.1
Joey Yellen,71430,QB,ARIZONA ST,1,72.7,44,44,7.3,2.45,0,4,8.2,63.6,28,0,10,12.5,45,4,14,110,69.6,63.6,64.3,,0,2,50,2,10,94,2.2,1,0,0,0,4,4,8,291,6.6
Chris Chugunov,34153,QB,OHIO STATE,9,68.3,41,43,8.4,2.47,0,3,6.5,60.5,26,0,10,7.1,46,2,15,260,26,64,69,42.1,0,0,49,1,20,119.8,4.3,2,1,0,2,6,2,4.1,286,6.7
Nick Patti,77614,QB,PITTSBURGH,4,69.8,43,43,9.2,3.03,0,2,4.5,60.5,26,0,9,13.3,46,4,13,268,71.4,63,62.3,59.7,0,1,47,0,0,95.2,0,0,3,0,0,3,2,4.3,301,7
Woody Barrett,40207,QB,KENT STATE,7,60,40,42,7,2.8,1,1,2.2,50,21,0,17,12.5,50,3,12,201,21.7,47.9,47.4,49.4,0,0,53,0,17.6,88.8,6,3,5,0,1,3,5,9.4,214,5.1
Cristian Solano,33330,QB,NEVADA,3,77.8,36,41,7.7,3.27,2,1,2.2,61,25,0,24,10.7,53,3,16,239,29,65.9,67,61.5,1,2,57,1,16.7,74,7.5,4,8,0,2,2,3,5.3,248,6
Myles Brennan,60438,QB,LSU,8,73.7,38,40,8,2.64,1,0,0,60,24,0,11,14.3,44,4,15,211,73.5,71.7,75.3,55.5,0,1,45,0,0,86.7,0,0,4,0,1,1,0,0,352,8.8
Levi Williams,98365,QB,WYOMING,3,58.3,36,39,12,3.12,0,0,0,48.7,19,0,20,9.5,47,2,14,351,58.8,65.9,55.2,69.6,1,2,48,0,15,83.6,6.4,3,5,0,2,3,3,6.3,343,8.8
Steven Krajewski,77650,QB,UCONN,4,73,37,38,10.1,2.72,0,2,5,63.2,24,0,13,11.1,42,3,16,146,25.4,53.7,55.7,53,1,2,44,0,23.1,91.1,7.1,3,1,0,0,3,6,13.6,292,7.7
